nome;descricao;categoria;texto;categoria_genai;validacao_categoria
 Fifa 18 Xbox 360 - Jogo Original - Mídia Digital ;"* FIFA 18 - Mídia Digital Original *Acesso Ilimitado (não há tempo de uso) jogue a qualquer momentoRequisitos:Necessário possuir acesso à internetEspaço de 5,63GB no Pen Drive ou HD1 ou 2 controles para alteração do perfilDownload:Após a efetivação da compra, em até 2h, será disponibilizado o conteúdo para baixar via e-mail ou whatsappFrete:Não há custo do envio, marque a opção ""combinar retirada com o vendedor"" e o frete será 100% gratuito.Suporte via e-mail e whatsapp*** TEMOS TAMBÉM PES 18 COM SUPER DESCONTO, VENHA CONFERIR ****Atenção: Caso queira adquirir Fifa 18 + Call of Duty Black Ops I e III por um valor promocional, acesse o link abaixo.https://produto.mercadolivre.com.br/MLB-925292588-fifa-18-call-of-duty-black-ops-1-e-3-envio-imediato-_JM";game;"Fifa 18 Xbox 360 - Jogo Original - Mídia Digital  * FIFA 18 - Mídia Digital Original *Acesso Ilimitado (não há tempo de uso) jogue a qualquer momentoRequisitos:Necessário possuir acesso à internetEspaço de 5,63GB no Pen Drive ou HD1 ou 2 controles para alteração do perfilDownload:Após a efetivação da compra, em até 2h, será disponibilizado o conteúdo para baixar via e-mail ou whatsappFrete:Não há custo do envio, marque a opção ""combinar retirada com o vendedor"" e o frete será 100% gratuito.Suporte via e-mail e whatsapp*** TEMOS TAMBÉM PES 18 COM SUPER DESCONTO, VENHA CONFERIR ****Atenção: Caso queira adquirir Fifa 18 + Call of Duty Black Ops I e III por um valor promocional, acesse o link abaixo.https://produto.mercadolivre.com.br/MLB-925292588-fifa-18-call-of-duty-black-ops-1-e-3-envio-imediato-_JM";game;correta
 Lamina Tebori Microblading 9, 18u, 11, 12 Pontas Hard Flex ;Produtos disponíveis: Laminas Flex: 7 FLEX, 9 FLEX, 11 FLEX, 12 FLEX, 14 FLEXLaminas U: 12U, 14U, 16U, 18U e 21ULaminas HARD: 12 HARD, 12U HARD 14 HARDLaminas Circulares: 5 Circular, 8 Circular, 19 CircularLaminas DUPLAS: 12 DUPLAS, 14 DUPLA, 17 DUPLA, 19 DUPLALaminas PLANAS: 12 PLANA FLEX, 14 PLANA HARDNOVO: 12U HARDDETALHES: Você escolhe os modelos de quais precisa, após escolher basta nos informar no campo de perguntas e efetuar a compra marcando a quantidade total. Certifique-se de que o modelo de qual necessite esteja disponível em nossa lista de laminas a cima.PROMOÇÃOComprando a partir de 100 unidades o frete é gratuito, para quantidades ‘menores’ que 100 unidades o frete tem o custo de R$15.90.VÁRIOS PRODUTOS NO MESMO FRETETemos Diversos produtos relacionados a micro pigmentação, pigmentos, teboris, mascaras, réguas, peles sintéticas, lápis demográfico e muito mais!!!Para comprar vários produtos de nossa loja em um só frete faça o seguinte.1- Compre as laminas para tebori e marque ‘ENTREGAR NO MEU ENDEREÇO’ e selecione a opção de frete que se enquadra ao seu pedido (Desta forma o frete será cobrado).2- Na compra do próximo produto de nossa loja marque a opção “COMBINAR COM O VENDEDOR” (Desta forma o frete desta compra não será somado).Atenção: É necessário que pague o frete de ao menos uma das compras, caso contrário o pedido não será enviado.Nossos produtos: https://lista.mercadolivre.com.br/_CustId_115775489QUALIDADE: Todos nossos produtos são de excelente qualidade, inclusive nossas laminas para tebori, fornecemos produtos para grandes escolas, clinicas de beleza e lojas. Compre conosco.;maquiagem;Lamina Tebori Microblading 9, 18u, 11, 12 Pontas Hard Flex  Produtos disponíveis: Laminas Flex: 7 FLEX, 9 FLEX, 11 FLEX, 12 FLEX, 14 FLEXLaminas U: 12U, 14U, 16U, 18U e 21ULaminas HARD: 12 HARD, 12U HARD 14 HARDLaminas Circulares: 5 Circular, 8 Circular, 19 CircularLaminas DUPLAS: 12 DUPLAS, 14 DUPLA, 17 DUPLA, 19 DUPLALaminas PLANAS: 12 PLANA FLEX, 14 PLANA HARDNOVO: 12U HARDDETALHES: Você escolhe os modelos de quais precisa, após escolher basta nos informar no campo de perguntas e efetuar a compra marcando a quantidade total. Certifique-se de que o modelo de qual necessite esteja disponível em nossa lista de laminas a cima.PROMOÇÃOComprando a partir de 100 unidades o frete é gratuito, para quantidades ‘menores’ que 100 unidades o frete tem o custo de R$15.90.VÁRIOS PRODUTOS NO MESMO FRETETemos Diversos produtos relacionados a micro pigmentação, pigmentos, teboris, mascaras, réguas, peles sintéticas, lápis demográfico e muito mais!!!Para comprar vários produtos de nossa loja em um só frete faça o seguinte.1- Compre as laminas para tebori e marque ‘ENTREGAR NO MEU ENDEREÇO’ e selecione a opção de frete que se enquadra ao seu pedido (Desta forma o frete será cobrado).2- Na compra do próximo produto de nossa loja marque a opção “COMBINAR COM O VENDEDOR” (Desta forma o frete desta compra não será somado).Atenção: É necessário que pague o frete de ao menos uma das compras, caso contrário o pedido não será enviado.Nossos produtos: https://lista.mercadolivre.com.br/_CustId_115775489QUALIDADE: Todos nossos produtos são de excelente qualidade, inclusive nossas laminas para tebori, fornecemos produtos para grandes escolas, clinicas de beleza e lojas. Compre conosco.;fora_escopo;divergente
 Frete Grátis 500 Unidade Bolinha Pula Pula 27mm Mix Color. ;Atenção, compre no máximo duas unidades deste produto por compra, caso precise de mais de 1000 bolinhas, efetue compras separadas.FRETE GRÁTIS PARA TODO O BRASIL, Bolinha Pula Pula 27mm Mix Color,pacote com 500 unidades.Tire todas as suas duvidas sobre o produto no campo de perguntas antes de efetuar a compra.Bolinhas podem ser utilizadas em Máquinas de Vending Machine, decoração de festas e lembrancinhas.Temos outros modelos, tamanhos e preços de bolinhas e também vários outros produtos para lembrancinhas de festas, verifique em nossos produtos anunciados.Somente clique em comprar se realmente tiver certeza do produto que está comprando.Envio somente pelos CorreiosNão disponibilizamos retirada em mãos;brinquedo;Frete Grátis 500 Unidade Bolinha Pula Pula 27mm Mix Color.  Atenção, compre no máximo duas unidades deste produto por compra, caso precise de mais de 1000 bolinhas, efetue compras separadas.FRETE GRÁTIS PARA TODO O BRASIL, Bolinha Pula Pula 27mm Mix Color,pacote com 500 unidades.Tire todas as suas duvidas sobre o produto no campo de perguntas antes de efetuar a compra.Bolinhas podem ser utilizadas em Máquinas de Vending Machine, decoração de festas e lembrancinhas.Temos outros modelos, tamanhos e preços de bolinhas e também vários outros produtos para lembrancinhas de festas, verifique em nossos produtos anunciados.Somente clique em comprar se realmente tiver certeza do produto que está comprando.Envio somente pelos CorreiosNão disponibilizamos retirada em mãos;brinquedo;correta
 Palhaço Patati Interativo Sensível Ao Toque Candide - C9500 ;Boneco Palhaço Patati Interativo Sensível Ao Toque Candide - C9500Ei, amiguinho! Entre no ritmo deste balanço e cante e dance com o Patati! Boneco do personagem Patati da dupla Patati Patatá que interage através do toque. Canta e fala diversas histórias e palavras.Características:Modelo: Boneco Interativo PatataMaterial: Plástico Vinil e componentes eletrônicos internosMarca: CandideCódigo: C9500Idade recomendada: Para crianças maiores de 3 anos.Medidas aproximadas (AxLxC) : 40cm x 20cm x 28cmGarantia: Contra defeitos de fabricaçãoVerifique com os fabricantes do produto e de seus componentes, eventuais limitações à utilização de todos os recursos e funcionalidadesImagens meramente ilustrativas;brinquedo;Palhaço Patati Interativo Sensível Ao Toque Candide - C9500  Boneco Palhaço Patati Interativo Sensível Ao Toque Candide - C9500Ei, amiguinho! Entre no ritmo deste balanço e cante e dance com o Patati! Boneco do personagem Patati da dupla Patati Patatá que interage através do toque. Canta e fala diversas histórias e palavras.Características:Modelo: Boneco Interativo PatataMaterial: Plástico Vinil e componentes eletrônicos internosMarca: CandideCódigo: C9500Idade recomendada: Para crianças maiores de 3 anos.Medidas aproximadas (AxLxC) : 40cm x 20cm x 28cmGarantia: Contra defeitos de fabricaçãoVerifique com os fabricantes do produto e de seus componentes, eventuais limitações à utilização de todos os recursos e funcionalidadesImagens meramente ilustrativas;brinquedo;correta
 Kit 2 Bonecos Vingadores Marvel 30 Cm Luz E Som ;;brinquedo;Kit 2 Bonecos Vingadores Marvel 30 Cm Luz E Som;brinquedo;correta
 Régua Adesiva Para Design De Sobrancelhas + Brinde ;"RÉGUA ADESIVA PARA DESIGN DE SOBRANCELHADESCRIÇÃO DO PRODUTO:Régua em material adesivo Descartável (uso no máximo 2 vezes) Auxilia na execução dos procedimentos de micropigmentação (maquiagem permanente) Embalagem com 1 Unidade + Brinde.BRINDE:Na compra da régua adesiva, você ganha um brinde especial.***FRETE:*** R$8,00 REAIS para qualquer CEP e qualquer quantidade. Ao Clicar em Comprar, escolha a opção: ""ENTREGAR NO MEU ENDEREÇO"".Você receberá o código de rastreio no chat da sua compra epoderá acompanhar a entrega do pedido.PRAZO DE ENTREGA:Favor perguntar ao vendedor, informando seu Estado.GARANTIA:Garantimos a entrega do seu Produto. Se por alguma razão o carteiro não encontrar seu endereço, nós devolvemos o seu dinheiro na mesma hora sem problema algum. Garantia de 30 dias após a entrega. EQUIPE GAROTA BONITA AGRADECE SUA COMPRA.Obrigada. Rafaela Souza";maquiagem;"Régua Adesiva Para Design De Sobrancelhas + Brinde  RÉGUA ADESIVA PARA DESIGN DE SOBRANCELHADESCRIÇÃO DO PRODUTO:Régua em material adesivo Descartável (uso no máximo 2 vezes) Auxilia na execução dos procedimentos de micropigmentação (maquiagem permanente) Embalagem com 1 Unidade + Brinde.BRINDE:Na compra da régua adesiva, você ganha um brinde especial.***FRETE:*** R$8,00 REAIS para qualquer CEP e qualquer quantidade. Ao Clicar em Comprar, escolha a opção: ""ENTREGAR NO MEU ENDEREÇO"".Você receberá o código de rastreio no chat da sua compra epoderá acompanhar a entrega do pedido.PRAZO DE ENTREGA:Favor perguntar ao vendedor, informando seu Estado.GARANTIA:Garantimos a entrega do seu Produto. Se por alguma razão o carteiro não encontrar seu endereço, nós devolvemos o seu dinheiro na mesma hora sem problema algum. Garantia de 30 dias após a entrega. EQUIPE GAROTA BONITA AGRADECE SUA COMPRA.Obrigada. Rafaela Souza";maquiagem;correta
 Kit Estojo Maleta Maquiagem Luisance L227 Fosca E Com Brilho ;;maquiagem;Kit Estojo Maleta Maquiagem Luisance L227 Fosca E Com Brilho;maquiagem;correta
 Kit Kunai Minato Naruto Especial Ultra Verde Tsunade Bandana ;Descrição do Kit Ninja (Foto) :Quatro Kunais de Borracha com 25cm com tag - A Tag pode ser retiradaQuatro Shurikens de Borracha com 10cm cadaSeis Tags IndividuaisUm Porta Kunai com velcroUm Porta ShurikenColar Verde TsunadeBandana Naruto com 16,5cm x 5cm (chapa)  e cerca de 1m de comprimento (pano);brinquedo;Kit Kunai Minato Naruto Especial Ultra Verde Tsunade Bandana  Descrição do Kit Ninja (Foto) :Quatro Kunais de Borracha com 25cm com tag - A Tag pode ser retiradaQuatro Shurikens de Borracha com 10cm cadaSeis Tags IndividuaisUm Porta Kunai com velcroUm Porta ShurikenColar Verde TsunadeBandana Naruto com 16,5cm x 5cm (chapa)  e cerca de 1m de comprimento (pano);brinquedo;correta
 Transformers Carro Robo Bumblebee E Sam Human Alliance Lv3 ;PRODUTO EM ESTOQUE A PRONTA ENTREGA E ENVIO IMEDIATOSe você realmente gosta do filme Transformers, então o Transformers Bumble bee será sua melhor escolha. Este brinquedo é elegante e bonito o que lhe dará muito mais divertimento na hora de brincar com ele.É também uma boa opção de decoração para você colocar em qualquer lugar. Este brinquedo Transformers é feito de material de alta qualidade, durável e interessante. Um ótimo presente para todos os apreciadores do filmePacote inclui:1 x Brinquedo Com Manual e AcessóriosAtenção: Não acompanha caixa da embalagem de fabrica;brinquedo;Transformers Carro Robo Bumblebee E Sam Human Alliance Lv3  PRODUTO EM ESTOQUE A PRONTA ENTREGA E ENVIO IMEDIATOSe você realmente gosta do filme Transformers, então o Transformers Bumble bee será sua melhor escolha. Este brinquedo é elegante e bonito o que lhe dará muito mais divertimento na hora de brincar com ele.É também uma boa opção de decoração para você colocar em qualquer lugar. Este brinquedo Transformers é feito de material de alta qualidade, durável e interessante. Um ótimo presente para todos os apreciadores do filmePacote inclui:1 x Brinquedo Com Manual e AcessóriosAtenção: Não acompanha caixa da embalagem de fabrica;brinquedo;correta
 11 Livro Coleção Completa Box Diário De Um Banana Jeff Kinne ;;livro;11 Livro Coleção Completa Box Diário De Um Banana Jeff Kinne;livro;correta
 Carros Neon Racers Lightning Mcqueen - Mattel ;;brinquedo;Carros Neon Racers Lightning Mcqueen - Mattel;brinquedo;correta
 Tartarugas Ate La Embaixo ;;livro;Tartarugas Ate La Embaixo;livro;correta
 Boneco Dragon Ball Z Son Gokou  ;Produto novo;brinquedo;Boneco Dragon Ball Z Son Gokou   Produto novo;brinquedo;correta
 Need For Speed Most Wanted - Psn Ps3 * Mídia Digital ;DescriçãoPara seres o Most Wanted, terás de ser mais rápido que os polícias, melhor piloto que os teus amigos e mais inteligente que os teus rivais. Perseguido por uma força policial impiedosa, terás de tomar decisões no momento. Usa o mundo em aberto para te esconderes, aproveita as rampas de salto e ganha novos veículos para te manteres à frente.Need for Speed(TM) Most WantedTAMANHO DO ARQUIVO4.4 GBPLATAFORMAPS3FORMA DE ENVIO: GRATUITA POR E-MAIL;game;Need For Speed Most Wanted - Psn Ps3 * Mídia Digital  DescriçãoPara seres o Most Wanted, terás de ser mais rápido que os polícias, melhor piloto que os teus amigos e mais inteligente que os teus rivais. Perseguido por uma força policial impiedosa, terás de tomar decisões no momento. Usa o mundo em aberto para te esconderes, aproveita as rampas de salto e ganha novos veículos para te manteres à frente.Need for Speed(TM) Most WantedTAMANHO DO ARQUIVO4.4 GBPLATAFORMAPS3FORMA DE ENVIO: GRATUITA POR E-MAIL;game;correta
 Pes 2018 Pes 18 Ps3 Mídia Digital Psn Original Português ;;game;Pes 2018 Pes 18 Ps3 Mídia Digital Psn Original Português;game;correta
 20 Pinceis Profissional / Pincel Maquiagem Peças Kit Cerdas ;- kit Profissional pinceis cerdas sinteticas 20 peçaS- MAQUIAGEM PARA DIA E NOITE - Entrega Imediata;maquiagem;20 Pinceis Profissional / Pincel Maquiagem Peças Kit Cerdas  - kit Profissional pinceis cerdas sinteticas 20 peçaS- MAQUIAGEM PARA DIA E NOITE - Entrega Imediata;maquiagem;correta
 Cílios Postiços 12mm Volumosos  Promoção Kit Com 5 Pares ;Produto a pronta entrega. Enviamos em até 1 dia útil após confirmação do pagamento.Kit com 5 pares;maquiagem;Cílios Postiços 12mm Volumosos  Promoção Kit Com 5 Pares  Produto a pronta entrega. Enviamos em até 1 dia útil após confirmação do pagamento.Kit com 5 pares;maquiagem;correta
 Base Dermacol Original 30g Brinde Espoja Beauty ;Dermacol Base de Alta CoberturaBege ultra-claro:207 e 208 (fundo bege) Bege claro:209 e 211 (fundo rosado) Bege claro:210 (fundo bege) Bege rosado:212 e 213 e 215 Bege médio:218 e 221 (fundo bege) Um tom acima bege médio: 222 (caramelo) (fundo bege) Pele moreno jambo: 223Pele negra:224NOVAS CORES 225226227Os Cosméticos Dermacol surgiram no início dos anos 60, num estúdio de filmes em Praga, na República Tcheca. Especialistas da Dermacol unidos a dermatologistas do Medical Cosmetics Institute desenvolveram a linha Dermacol Make-Up Cover baseada em princípios médicos e em técnicas de maquiagem para o cinema. Logo a marca chegou a Hollywood, onde lá permaneceu.Benefícios Dermacol Make Up Cover:A prova d'águaHipoalergênicaFator de Proteção Solar 30Cobertura extrema e total24h de duraçãoPara todos os tipos de peleSem químicos conservantesIndicada para cobrir:VitiligoMelasmaTatuagensOlheirasManchas de solMarcasQueimadurasEspinhasOutras imperfeições de pele que necessitem de coberturaO que você está comprando:01 Base Dermacol01 Brinde Esponja para aplicação do produto Escolha sua cor pela tabela na imagem 2 no anúncio.Peso líquido: 30gFornecedor: DermacolValidade: Fev/2020Todos os produtos a pronta entrega. Seu pedido despachado em menos de 24 horas úteis.Prazos de entrega:Expresso 3 à 5 dias úteis Normal 7 à 15 dias úteis. O prazo de entrega pode variar para as localidades com restrição temporária ou permanentee também para estas localidades:Interior de: AC, AL, AM, AP, BA, CE, MA, MT, PA e PBCapitais de: MA e PB;maquiagem;Base Dermacol Original 30g Brinde Espoja Beauty  Dermacol Base de Alta CoberturaBege ultra-claro:207 e 208 (fundo bege) Bege claro:209 e 211 (fundo rosado) Bege claro:210 (fundo bege) Bege rosado:212 e 213 e 215 Bege médio:218 e 221 (fundo bege) Um tom acima bege médio: 222 (caramelo) (fundo bege) Pele moreno jambo: 223Pele negra:224NOVAS CORES 225226227Os Cosméticos Dermacol surgiram no início dos anos 60, num estúdio de filmes em Praga, na República Tcheca. Especialistas da Dermacol unidos a dermatologistas do Medical Cosmetics Institute desenvolveram a linha Dermacol Make-Up Cover baseada em princípios médicos e em técnicas de maquiagem para o cinema. Logo a marca chegou a Hollywood, onde lá permaneceu.Benefícios Dermacol Make Up Cover:A prova d'águaHipoalergênicaFator de Proteção Solar 30Cobertura extrema e total24h de duraçãoPara todos os tipos de peleSem químicos conservantesIndicada para cobrir:VitiligoMelasmaTatuagensOlheirasManchas de solMarcasQueimadurasEspinhasOutras imperfeições de pele que necessitem de coberturaO que você está comprando:01 Base Dermacol01 Brinde Esponja para aplicação do produto Escolha sua cor pela tabela na imagem 2 no anúncio.Peso líquido: 30gFornecedor: DermacolValidade: Fev/2020Todos os produtos a pronta entrega. Seu pedido despachado em menos de 24 horas úteis.Prazos de entrega:Expresso 3 à 5 dias úteis Normal 7 à 15 dias úteis. O prazo de entrega pode variar para as localidades com restrição temporária ou permanentee também para estas localidades:Interior de: AC, AL, AM, AP, BA, CE, MA, MT, PA e PBCapitais de: MA e PB;maquiagem;correta
 H.p. Lovecraft - Medo Clássico, V.1 - Cosmic Edition ;Produto Novo e Físico  H.P. Lovecraft: Medo Clássico Vol. 1 é o livro que todo darksider sempre sonhou. Uma seleção especial de contos e novelas do autor que revolucionou o terror e a ficção científica no século XX, seguindo aquele padrão de qualidade quase psicopata como só a DarkSide® Books sabe fazer. Uma homenagem àquele que foi tão bem-sucedido na tarefa de pensar o impensável, a edição da DarkSide® é feita de fã para fã: da capa dura à nova tradução com notas comentadas de Ramon Mapa, grande estudioso da obra, dialogando com as ilustrações de Walter Pax, que parecem ter saído do próprio Necronomicon. A obra também conta com uma seleção de cartas e documentos coletados pelo historiador Clemente Penna na Brown University especialmente para esta edição, tudo feito com cuidado e carinho para que os verdadeiros adoradores do filho de Providence tenham em mãos a edição definitiva do mestre. HP. LOVECRAFT - MEDO CLÁSSICO VOL. 1: COSMIC EDITION é uma viagem aos recantos mais alucinados da mente de Lovecraft, mesclando loucura e realidade. Ouça o chamado de Cthulhu e junte-se ao culto a H.P. Lovecraft.CaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 x 3.00 cmIdiomas: PortuguêsAno: 2017Autor: H.P. LovecraftISBN: 8594540795Editora: Darkside BooksEdição: 1ª Ed.Encadernação: Capa DuraNº de Páginas: 384Mais Informações: Tradutor: Ramon Mapa da Silva, Ilustrador: Walter Pax, Assunto: Terror e Sobrenatural, Origem: Nacional, Código de Barras: 9788594540799;livro;H.p. Lovecraft - Medo Clássico, V.1 - Cosmic Edition  Produto Novo e Físico  H.P. Lovecraft: Medo Clássico Vol. 1 é o livro que todo darksider sempre sonhou. Uma seleção especial de contos e novelas do autor que revolucionou o terror e a ficção científica no século XX, seguindo aquele padrão de qualidade quase psicopata como só a DarkSide® Books sabe fazer. Uma homenagem àquele que foi tão bem-sucedido na tarefa de pensar o impensável, a edição da DarkSide® é feita de fã para fã: da capa dura à nova tradução com notas comentadas de Ramon Mapa, grande estudioso da obra, dialogando com as ilustrações de Walter Pax, que parecem ter saído do próprio Necronomicon. A obra também conta com uma seleção de cartas e documentos coletados pelo historiador Clemente Penna na Brown University especialmente para esta edição, tudo feito com cuidado e carinho para que os verdadeiros adoradores do filho de Providence tenham em mãos a edição definitiva do mestre. HP. LOVECRAFT - MEDO CLÁSSICO VOL. 1: COSMIC EDITION é uma viagem aos recantos mais alucinados da mente de Lovecraft, mesclando loucura e realidade. Ouça o chamado de Cthulhu e junte-se ao culto a H.P. Lovecraft.CaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 x 3.00 cmIdiomas: PortuguêsAno: 2017Autor: H.P. LovecraftISBN: 8594540795Editora: Darkside BooksEdição: 1ª Ed.Encadernação: Capa DuraNº de Páginas: 384Mais Informações: Tradutor: Ramon Mapa da Silva, Ilustrador: Walter Pax, Assunto: Terror e Sobrenatural, Origem: Nacional, Código de Barras: 9788594540799;livro;correta
 Livro Kit  Contos + Silmarillion + Hurin + Hobbit - Tolkien ;;livro;Livro Kit  Contos + Silmarillion + Hurin + Hobbit - Tolkien;livro;correta
 The Last Of Us Ps3 Psn ;;game;The Last Of Us Ps3 Psn;game;correta
 Assassinato No Expresso Do Oriente ;Produto NovoNada menos que um telegrama aguarda Hercule Poirot na recepção do hotel em que se hospedaria, na Turquia, requisitando seu retorno imediato a Londres. O detetive belga, então, embarca às pressas no Expresso do Oriente, inesperadamente lotado para aquela época do ano. O trem expresso, porém, é detido a meio caminho da Iugoslávia por uma forte nevasca, e um passageiro com muitos inimigos é brutalmente assassinado durante a madrugada. Caberá a Poirot descobrir quem entre os passageiros teria sido capaz de tamanha atrocidade, antes que o criminoso volte a atacar ou escape de suas mãos.CaracterísticasAutor: Christie,AgathaPeso: 0.29I.S.B.N.: 9788595080638Altura: 20.800000Largura: 13.500000Profundidade: 1.200000Número de Páginas: 200Idioma: PortuguêsAcabamento: Capa duraNúmero da edição: 1Ano da edição: 2017;livro;Assassinato No Expresso Do Oriente  Produto NovoNada menos que um telegrama aguarda Hercule Poirot na recepção do hotel em que se hospedaria, na Turquia, requisitando seu retorno imediato a Londres. O detetive belga, então, embarca às pressas no Expresso do Oriente, inesperadamente lotado para aquela época do ano. O trem expresso, porém, é detido a meio caminho da Iugoslávia por uma forte nevasca, e um passageiro com muitos inimigos é brutalmente assassinado durante a madrugada. Caberá a Poirot descobrir quem entre os passageiros teria sido capaz de tamanha atrocidade, antes que o criminoso volte a atacar ou escape de suas mãos.CaracterísticasAutor: Christie,AgathaPeso: 0.29I.S.B.N.: 9788595080638Altura: 20.800000Largura: 13.500000Profundidade: 1.200000Número de Páginas: 200Idioma: PortuguêsAcabamento: Capa duraNúmero da edição: 1Ano da edição: 2017;livro;correta
